ID;Datum_narozeni;Pohlavi;ID_matka;ID_otec
1;1.8.1925;pes;-1;-1
2;1.3.1928;fena;-1;-1
3;4.6.1929;fena;2;1
4;4.6.1929;pes;2;1
5;4.6.1929;pes;2;1
26;1.1.1930;pes;-1;-1
27;1.1.1930;fena;-1;-1
30;1.1.1930;pes;-1;-1
31;1.1.1930;fena;-1;-1
51;1.1.1930;pes;-1;-1
6;19.3.1930;pes;2;1
7;19.3.1930;fena;2;1
115;20.3.1930;fena;-1;-1
8;7.2.1931;pes;2;1
9;7.2.1931;fena;2;1
10;7.2.1931;pes;2;1
11;2.8.1931;pes;2;1
12;2.8.1931;pes;2;1
13;2.8.1931;fena;2;1
105;1.1.1932;pes;-1;-1
14;22.1.1932;pes;2;1
15;22.1.1932;pes;2;1
16;22.1.1932;pes;2;1
120;18.8.1933;pes;-1;-1
127;1.1.1934;fena;-1;-1
21;4.2.1934;pes;20;4
22;4.2.1934;pes;20;4
23;4.2.1934;fena;20;4
24;4.2.1934;fena;20;4
25;24.3.1934;fena;3;6
278;12.4.1934;pes;125;186
279;12.4.1934;pes;125;186
280;12.4.1934;pes;125;186
281;12.4.1934;pes;125;186
282;12.4.1934;fena;125;186
19;28.4.1934;fena;3;1
20;28.4.1934;fena;3;1
18;28.4.1934;pes;3;1
17;28.4.1934;fena;3;1
131;26.8.1934;pes;-1;-1
28;22.9.1934;fena;9;26
29;22.9.1934;fena;9;26
62;1.1.1935;fena;-1;-1
67;1.1.1935;pes;-1;-1
167;1.1.1935;pes;-1;-1
168;1.1.1935;fena;-1;-1
169;1.1.1935;pes;-1;-1
170;1.1.1935;fena;-1;-1
32;16.4.1935;pes;31;6
33;16.4.1935;pes;31;6
34;16.4.1935;pes;31;6
35;16.4.1935;pes;31;6
36;16.4.1935;fena;31;6
37;16.4.1935;fena;31;6
38;16.4.1935;fena;31;6
72;16.4.1935;fena;31;6
68;15.5.1935;pes;-1;-1
132;24.5.1935;fena;-1;-1
133;24.5.1935;fena;-1;-1
57;6.6.1935;fena;9;6
58;6.6.1935;fena;9;6
59;6.6.1935;pes;9;6
60;6.6.1935;pes;9;6
61;6.6.1935;fena;9;6
39;27.6.1935;pes;3;6
40;27.6.1935;pes;3;6
41;27.6.1935;pes;3;6
42;27.6.1935;fena;3;6
43;27.6.1935;fena;3;6
44;27.6.1935;fena;3;6
45;30.6.1935;fena;13;4
46;30.6.1935;fena;13;4
47;30.6.1935;fena;13;4
48;30.6.1935;pes;13;4
49;30.6.1935;pes;13;4
119;1.8.1935;pes;-1;-1
166;8.8.1935;pes;-1;-1
52;21.8.1935;fena;24;26
53;21.8.1935;pes;24;26
54;21.8.1935;pes;24;26
55;21.8.1935;pes;24;26
56;21.8.1935;pes;24;26
134;11.9.1935;fena;-1;-1
91;30.10.1935;pes;-1;-1
92;1.1.1936;pes;-1;-1
93;1.1.1936;pes;-1;-1
94;1.1.1936;pes;31;30
95;1.1.1936;fena;31;30
96;1.1.1936;fena;-1;-1
97;1.1.1936;fena;-1;-1
116;1.1.1936;fena;-1;-1
117;1.1.1936;fena;-1;-1
129;1.1.1936;pes;-1;-1
135;1.1.1936;fena;-1;-1
136;1.1.1936;fena;-1;-1
163;1.1.1936;fena;-1;-1
178;1.1.1936;pes;-1;-1
63;25.2.1936;pes;3;6
64;25.2.1936;pes;3;6
65;25.2.1936;pes;3;6
66;25.2.1936;fena;3;6
76;28.2.1936;pes;9;6
171;9.3.1936;pes;-1;-1
130;10.3.1936;pes;127;-1
162;10.3.1936;fena;127;-1
69;31.3.1936;pes;24;26
70;31.3.1936;pes;24;26
71;31.3.1936;pes;24;26
73;31.3.1936;fena;24;26
74;31.3.1936;fena;24;26
75;31.3.1936;fena;24;26
77;31.3.1936;pes;25;26
78;31.3.1936;pes;25;26
79;31.3.1936;pes;25;26
80;31.3.1936;pes;25;26
81;31.3.1936;pes;25;26
82;31.3.1936;pes;25;26
83;31.3.1936;pes;25;26
84;31.3.1936;fena;25;26
85;31.3.1936;fena;25;26
98;15.4.1936;pes;95;93
99;15.4.1936;fena;95;93
100;15.4.1936;fena;95;93
86;21.4.1936;pes;62;51
87;21.4.1936;pes;62;51
88;21.4.1936;pes;62;51
89;21.4.1936;pes;62;51
90;21.4.1936;fena;62;51
114;29.4.1936;pes;-1;-1
165;2.6.1936;fena;-1;-1
118;6.6.1936;pes;-1;-1
101;31.7.1936;pes;96;92
102;31.7.1936;pes;96;92
103;31.7.1936;pes;96;92
104;31.7.1936;fena;96;92
110;22.8.1936;pes;9;6
111;22.8.1936;fena;9;6
112;22.8.1936;fena;9;6
113;22.8.1936;fena;9;6
179;22.8.1936;fena;9;6
106;29.8.1936;pes;17;51
107;29.8.1936;pes;17;51
108;29.8.1936;fena;17;51
109;29.8.1936;fena;17;51
121;5.10.1936;pes;115;114
122;5.10.1936;fena;115;114
123;5.10.1936;fena;115;114
124;5.10.1936;fena;115;114
125;5.10.1936;fena;115;114
126;5.10.1936;fena;115;114
128;31.10.1936;fena;-1;-1
161;25.12.1936;fena;-1;-1
164;25.12.1936;fena;-1;-1
143;14.2.1937;fena;133;131
145;14.2.1937;fena;133;131
152;10.4.1937;pes;134;51
153;10.4.1937;pes;134;51
154;10.4.1937;fena;134;51
155;10.4.1937;fena;134;51
137;12.4.1937;pes;17;6
138;12.4.1937;pes;17;6
139;12.4.1937;fena;17;6
140;12.4.1937;fena;17;6
141;12.4.1937;fena;17;6
142;12.4.1937;fena;17;6
144;12.4.1937;pes;133;131
146;29.4.1937;pes;13;51
147;29.4.1937;pes;13;51
148;29.4.1937;fena;13;51
149;29.4.1937;fena;13;51
150;29.4.1937;fena;13;51
151;29.4.1937;fena;13;51
156;14.5.1937;fena;57;114
157;14.5.1937;fena;57;114
158;14.5.1937;fena;57;114
159;14.5.1937;fena;57;114
160;14.5.1937;fena;57;114
172;31.8.1937;pes;43;171
173;31.8.1937;fena;43;171
174;31.8.1937;fena;43;171
175;31.8.1937;pes;43;171
176;31.8.1937;fena;43;171
177;31.8.1937;fena;43;171
180;11.9.1937;pes;61;166
181;11.9.1937;pes;61;166
182;11.9.1937;pes;61;166
183;11.9.1937;pes;61;166
184;11.9.1937;fena;61;166
185;11.9.1937;fena;61;166
186;15.9.1937;pes;58;114
187;15.9.1937;pes;58;114
188;15.9.1937;pes;58;114
189;15.9.1937;fena;58;114
190;15.9.1937;fena;58;114
277;1.10.1937;pes;96;93
246;23.10.1937;pes;124;129
247;23.10.1937;pes;124;129
248;23.10.1937;pes;124;129
249;23.10.1937;pes;124;129
250;23.10.1937;pes;124;129
251;23.10.1937;fena;124;129
451;1.1.1938;fena;124;129
209;5.1.1938;pes;25;171
210;5.1.1938;pes;25;171
211;5.1.1938;fena;25;171
212;5.1.1938;fena;25;171
191;6.1.1938;fena;-1;92
192;6.1.1938;fena;-1;92
193;6.1.1938;pes;-1;92
194;6.1.1938;fena;-1;92
195;9.1.1938;pes;162;92
196;9.1.1938;pes;162;92
197;9.1.1938;fena;162;92
198;9.1.1938;fena;162;92
199;19.1.1938;pes;135;89
200;19.1.1938;pes;135;89
202;19.1.1938;pes;135;89
205;24.1.1938;pes;136;51
206;24.1.1938;pes;136;51
207;24.1.1938;pes;136;51
208;24.1.1938;fena;136;51
219;1.3.1938;pes;163;92
220;1.3.1938;fena;163;92
442;9.4.1938;pes;-1;-1
213;10.4.1938;pes;134;118
214;10.4.1938;fena;134;118
215;10.4.1938;fena;134;118
216;10.4.1938;fena;134;118
217;10.4.1938;fena;134;118
218;10.4.1938;fena;134;118
233;15.5.1938;pes;66;120
234;15.5.1938;fena;66;120
235;15.5.1938;fena;66;120
236;15.5.1938;fena;66;120
237;15.5.1938;fena;66;120
221;23.5.1938;fena;61;166
222;23.5.1938;fena;61;166
223;7.6.1938;pes;43;51
224;7.6.1938;pes;43;51
225;7.6.1938;pes;43;51
226;7.6.1938;pes;43;51
227;7.6.1938;fena;43;51
228;23.6.1938;pes;136;138
229;23.6.1938;pes;136;138
230;23.6.1938;pes;136;138
231;23.6.1938;fena;136;138
232;23.6.1938;fena;136;138
275;16.7.1938;pes;-1;-1
238;19.7.1938;pes;135;89
239;19.7.1938;pes;135;89
240;19.7.1938;fena;135;89
244;19.7.1938;fena;135;89
276;31.7.1938;pes;29;92
252;23.9.1938;pes;124;129
253;23.9.1938;pes;124;129
254;23.9.1938;pes;124;129
255;23.9.1938;fena;124;129
256;23.9.1938;fena;124;129
257;23.9.1938;fena;124;129
241;6.10.1938;pes;145;138
242;6.10.1938;fena;145;138
243;6.10.1938;fena;145;138
245;6.10.1938;fena;145;138
258;7.12.1938;pes;61;172
259;7.12.1938;pes;61;172
260;7.12.1938;fena;61;172
261;7.12.1938;fena;61;172
262;7.12.1938;fena;61;172
263;28.12.1938;pes;165;153
264;28.12.1938;pes;165;153
265;28.12.1938;pes;165;153
266;28.12.1938;pes;165;153
267;28.12.1938;fena;165;153
268;28.12.1938;fena;165;153
269;31.12.1938;pes;211;137
270;31.12.1938;pes;211;138
271;31.12.1938;fena;211;137
272;31.12.1938;fena;211;138
514;1.2.1939;fena;124;129
515;1.2.1939;pes;124;129
273;10.3.1939;pes;185;172
274;10.3.1939;fena;185;172
318;19.3.1939;pes;-1;-1
452;25.3.1939;fena;451;78
384;15.5.1939;pes;204;129
283;25.5.1939;pes;25;86
284;25.5.1939;pes;25;86
285;25.5.1939;pes;25;86
286;25.5.1939;fena;25;86
287;25.5.1939;fena;25;86
288;23.6.1939;pes;145;138
289;23.6.1939;pes;145;138
290;23.6.1939;pes;145;138
291;23.6.1939;pes;145;138
292;23.6.1939;fena;145;138
293;23.6.1939;fena;145;138
294;11.7.1939;pes;136;138
295;11.7.1939;pes;136;138
297;12.7.1939;pes;165;76
296;12.7.1939;pes;165;76
298;12.7.1939;pes;165;76
299;12.7.1939;pes;165;76
301;12.7.1939;fena;165;76
300;12.7.1939;fena;165;76
312;15.7.1939;pes;177;207
313;15.7.1939;pes;177;207
314;15.7.1939;pes;177;207
315;15.7.1939;pes;177;207
316;15.7.1939;pes;177;207
317;15.7.1939;fena;177;207
322;4.8.1939;pes;151;320
366;4.8.1939;pes;-1;-1
319;24.8.1939;pes;151;320
321;24.8.1939;pes;151;320
323;24.8.1939;fena;151;320
324;24.8.1939;fena;151;320
325;24.8.1939;fena;151;320
302;29.8.1939;pes;164;120
303;29.8.1939;fena;164;120
304;29.8.1939;fena;164;120
305;29.8.1939;fena;164;120
306;29.8.1939;fena;164;120
417;3.9.1939;fena;61;172
307;29.9.1939;fena;211;138
308;29.9.1939;fena;211;138
309;29.9.1939;fena;211;138
310;29.9.1939;fena;211;138
311;29.9.1939;fena;211;138
378;29.9.1939;fena;211;138
326;26.11.1939;pes;216;276
327;26.11.1939;pes;216;276
328;26.11.1939;pes;216;276
329;26.11.1939;pes;216;276
330;26.11.1939;fena;216;276
331;26.11.1939;fena;216;276
332;26.11.1939;fena;216;276
333;26.11.1939;fena;216;276
367;26.11.1939;fena;216;276
334;1.2.1940;pes;25;138
335;1.2.1940;fena;25;138
336;1.2.1940;fena;25;138
337;1.2.1940;fena;25;138
338;1.2.1940;fena;25;138
339;1.2.1940;fena;25;138
340;1.2.1940;fena;25;138
341;16.2.1940;pes;145;138
342;16.2.1940;pes;145;138
343;16.2.1940;fena;145;138
344;16.2.1940;fena;145;138
350;19.3.1940;pes;-1;-1
351;19.3.1940;pes;-1;-1
352;19.3.1940;fena;-1;-1
345;12.4.1940;pes;61;209
346;12.4.1940;pes;61;209
347;12.4.1940;pes;61;209
348;12.4.1940;fena;61;209
349;12.4.1940;fena;61;209
353;2.7.1940;pes;216;276
354;2.7.1940;pes;216;276
355;2.7.1940;pes;216;276
359;28.7.1940;pes;257;186
360;28.7.1940;pes;257;186
361;28.7.1940;pes;257;186
362;28.7.1940;pes;257;186
363;28.7.1940;fena;257;186
364;28.7.1940;fena;257;186
365;28.7.1940;fena;257;186
356;28.8.1940;pes;164;120
357;28.8.1940;pes;164;120
358;28.8.1940;pes;164;120
379;25.9.1940;pes;232;153
380;25.9.1940;pes;232;153
381;25.9.1940;fena;232;153
374;12.10.1940;pes;177;207
375;12.10.1940;pes;177;207
376;12.10.1940;pes;177;207
377;12.10.1940;fena;177;207
382;2.11.1940;pes;61;166
383;2.11.1940;pes;61;166
536;1.1.1941;fena;62;147
385;9.2.1941;pes;216;276
386;9.2.1941;fena;216;276
387;9.2.1941;fena;216;276
396;30.3.1941;pes;151;320
397;30.3.1941;fena;151;320
398;30.3.1941;fena;151;320
399;30.3.1941;fena;151;320
400;30.3.1941;fena;151;320
401;30.3.1941;fena;151;320
388;3.4.1941;pes;145;138
389;3.4.1941;pes;145;138
390;3.4.1941;fena;145;138
391;3.4.1941;fena;145;138
392;3.4.1941;fena;145;138
393;3.4.1941;fena;145;138
394;3.4.1941;fena;145;138
395;3.4.1941;pes;145;138
402;2.5.1941;pes;164;138
403;2.5.1941;pes;164;138
404;2.5.1941;pes;164;138
411;15.6.1941;pes;109;210
412;15.6.1941;fena;109;210
413;15.6.1941;fena;109;210
425;15.6.1941;pes;148;210
414;31.8.1941;pes;216;276
415;31.8.1941;pes;216;276
416;31.8.1941;pes;216;276
405;5.10.1941;pes;145;138
406;5.10.1941;pes;145;138
407;5.10.1941;pes;145;138
408;5.10.1941;fena;145;138
409;5.10.1941;fena;145;138
410;5.10.1941;fena;145;138
418;13.3.1942;pes;377;294
419;13.3.1942;pes;377;294
420;13.3.1942;pes;377;294
421;13.3.1942;pes;377;294
424;13.3.1942;pes;377;294
423;13.3.1942;fena;377;294
443;6.4.1942;pes;348;442
444;6.4.1942;fena;348;442
445;6.4.1942;fena;348;442
430;19.4.1942;pes;367;71
431;19.4.1942;pes;367;71
432;19.4.1942;fena;367;71
433;19.4.1942;fena;367;71
434;19.4.1942;fena;367;71
435;19.4.1942;fena;367;71
426;6.5.1942;pes;271;302
427;6.5.1942;pes;271;302
428;6.5.1942;fena;271;302
429;6.5.1942;fena;271;302
436;25.5.1942;pes;151;320
448;18.6.1942;fena;394;334
449;18.6.1942;fena;394;334
450;18.6.1942;fena;394;334
437;4.9.1942;pes;164;276
438;4.9.1942;pes;164;276
439;4.9.1942;fena;164;276
440;4.9.1942;fena;164;276
441;4.9.1942;fena;164;276
609;14.11.1942;fena;231;-1
498;4.12.1942;pes;124;129
447;6.12.1942;pes;398;280
446;12.12.1942;pes;177;207
453;25.2.1943;pes;387;385
454;25.2.1943;pes;387;385
455;25.2.1943;pes;387;385
456;25.2.1943;fena;387;385
457;25.2.1943;fena;387;385
458;25.2.1943;fena;387;385
525;25.4.1943;fena;335;279
474;4.5.1943;fena;348;186
475;4.5.1943;fena;348;186
476;4.5.1943;fena;348;186
477;4.5.1943;fena;348;186
478;4.5.1943;fena;348;186
491;17.5.1943;fena;365;385
584;17.5.1943;fena;365;385
462;5.6.1943;pes;177;207
463;5.6.1943;pes;177;207
464;5.6.1943;pes;177;207
465;5.6.1943;pes;177;207
466;5.6.1943;fena;177;207
467;5.6.1943;pes;177;207
585;10.6.1943;fena;-1;-1
586;10.6.1943;fena;-1;-1
468;9.7.1943;pes;145;416
469;9.7.1943;pes;145;416
470;9.7.1943;pes;145;416
471;9.7.1943;pes;145;416
479;17.7.1943;pes;377;294
480;17.7.1943;pes;377;294
481;17.7.1943;fena;377;294
482;17.7.1943;fena;377;294
459;22.7.1943;pes;216;276
460;22.7.1943;pes;216;276
461;22.7.1943;fena;216;276
472;14.8.1943;pes;408;415
473;14.8.1943;fena;408;415
483;17.9.1943;pes;271;302
484;17.9.1943;pes;271;302
485;17.9.1943;pes;271;302
486;17.9.1943;pes;271;302
487;17.9.1943;pes;271;302
488;17.9.1943;fena;271;302
489;17.9.1943;fena;271;302
490;17.9.1943;fena;271;302
368;20.9.1943;pes;145;138
369;20.9.1943;pes;145;138
370;20.9.1943;pes;145;138
371;20.9.1943;pes;145;138
372;20.9.1943;fena;145;138
373;20.9.1943;fena;145;138
492;3.10.1943;pes;452;389
493;3.10.1943;pes;452;389
494;3.10.1943;fena;452;389
495;3.10.1943;fena;452;389
496;3.10.1943;fena;452;389
497;3.10.1943;fena;452;389
510;28.10.1943;pes;450;295
511;28.10.1943;pes;450;295
512;28.10.1943;fena;450;295
513;28.10.1943;fena;450;295
499;12.11.1943;pes;348;361
500;12.11.1943;pes;348;361
501;12.11.1943;pes;348;361
502;12.11.1943;pes;348;361
503;12.11.1943;pes;348;361
504;12.11.1943;pes;348;361
505;12.11.1943;fena;348;361
506;12.11.1943;fena;348;361
507;12.11.1943;fena;348;361
508;12.11.1943;fena;348;361
509;12.11.1943;fena;348;361
516;23.12.1943;pes;170;152
517;23.12.1943;pes;170;152
518;23.12.1943;fena;170;152
519;23.12.1943;fena;170;152
520;4.2.1944;fena;177;207
521;4.2.1944;fena;177;207
522;4.2.1944;pes;177;207
523;4.2.1944;pes;177;207
524;4.2.1944;pes;177;207
532;19.2.1944;pes;393;416
533;19.2.1944;pes;393;416
534;19.2.1944;fena;393;416
535;19.2.1944;fena;393;416
526;5.3.1944;pes;365;385
527;5.3.1944;pes;365;385
528;5.3.1944;pes;365;385
529;5.3.1944;pes;365;385
530;5.3.1944;fena;365;385
531;5.3.1944;fena;365;385
537;1.4.1944;pes;536;284
538;1.4.1944;pes;536;284
539;1.4.1944;pes;536;284
540;1.4.1944;fena;536;284
541;1.4.1944;fena;536;284
556;13.4.1944;pes;164;71
557;13.4.1944;pes;164;71
558;13.4.1944;pes;164;71
559;13.4.1944;fena;164;71
560;13.4.1944;fena;164;71
542;16.4.1944;pes;61;442
543;16.4.1944;pes;61;442
544;16.4.1944;pes;61;442
545;16.4.1944;fena;61;442
546;16.4.1944;fena;61;442
547;16.4.1944;fena;61;442
575;19.4.1944;pes;394;334
576;19.4.1944;pes;394;334
577;19.4.1944;pes;394;334
578;19.4.1944;pes;394;334
579;19.4.1944;fena;394;334
551;12.5.1944;pes;260;302
552;12.5.1944;pes;260;302
553;12.5.1944;fena;260;302
561;16.5.1944;pes;145;334
562;16.5.1944;pes;145;334
563;16.5.1944;pes;145;334
564;16.5.1944;fena;145;334
565;16.5.1944;fena;145;334
554;7.6.1944;pes;216;276
555;7.6.1944;pes;216;276
548;16.6.1944;fena;287;416
549;16.6.1944;fena;287;416
550;16.6.1944;pes;287;416
571;3.7.1944;pes;423;283
572;3.7.1944;pes;423;283
573;3.7.1944;fena;423;283
574;3.7.1944;fena;423;283
566;8.7.1944;fena;177;207
567;8.7.1944;fena;177;207
568;8.7.1944;fena;177;207
569;8.7.1944;pes;177;207
570;8.7.1944;fena;177;207
580;10.8.1944;fena;170;152
794;22.8.1944;pes;-1;-1
599;24.8.1944;pes;401;-1
600;24.8.1944;fena;401;-1
601;24.8.1944;fena;401;-1
602;24.8.1944;fena;401;-1
603;24.8.1944;fena;401;-1
604;17.10.1944;pes;377;283
605;17.10.1944;fena;377;283
606;17.10.1944;fena;377;283
607;17.10.1944;fena;377;283
608;17.10.1944;fena;377;283
591;6.11.1944;pes;585;-1
592;6.11.1944;pes;585;-1
593;6.11.1944;pes;585;-1
594;6.11.1944;pes;585;-1
595;6.11.1944;fena;585;-1
596;6.11.1944;fena;585;-1
597;6.11.1944;fena;585;-1
598;6.11.1944;fena;585;-1
587;10.11.1944;pes;333;-1
588;10.11.1944;pes;333;-1
589;10.11.1944;fena;333;-1
590;10.11.1944;fena;333;-1
581;30.11.1944;pes;256;290
582;30.11.1944;fena;256;290
583;30.11.1944;fena;256;290
716;29.1.1945;pes;536;284
717;29.1.1945;pes;536;284
718;29.1.1945;pes;536;284
719;29.1.1945;pes;536;284
720;29.1.1945;pes;536;284
721;29.1.1945;pes;536;284
610;25.2.1945;pes;609;510
611;25.2.1945;fena;609;510
612;25.2.1945;fena;609;510
613;25.2.1945;fena;609;510
614;25.2.1945;fena;609;510
615;3.3.1945;pes;-1;470
616;3.3.1945;pes;-1;470
617;3.3.1945;pes;-1;470
618;3.3.1945;fena;-1;470
619;3.3.1945;fena;-1;470
620;3.3.1945;fena;-1;470
621;4.3.1945;pes;-1;228
622;4.3.1945;pes;-1;228
623;4.3.1945;fena;-1;228
624;4.3.1945;fena;-1;228
625;4.3.1945;fena;-1;228
626;4.3.1945;fena;-1;228
644;1.4.1945;pes;401;-1
645;1.4.1945;fena;401;-1
646;1.4.1945;fena;401;-1
797;4.4.1945;fena;61;442
647;6.4.1945;pes;387;345
648;6.4.1945;pes;387;345
649;6.4.1945;fena;387;345
650;6.4.1945;fena;387;345
651;6.4.1945;fena;387;345
627;7.4.1945;pes;473;405
628;7.4.1945;pes;473;405
629;7.4.1945;fena;473;405
630;7.4.1945;fena;473;405
631;9.4.1945;pes;164;-1
632;9.4.1945;pes;164;-1
633;9.4.1945;pes;439;-1
634;9.4.1945;fena;439;-1
635;9.4.1945;fena;439;-1
705;21.4.1945;pes;391;405
706;21.4.1945;pes;391;405
707;21.4.1945;pes;391;405
708;21.4.1945;fena;391;405
775;21.5.1945;fena;450;289
776;21.5.1945;fena;450;289
660;9.6.1945;pes;536;284
661;9.6.1945;pes;536;284
652;17.6.1945;pes;585;-1
653;17.6.1945;pes;585;-1
654;17.6.1945;pes;585;-1
655;17.6.1945;pes;585;-1
656;17.6.1945;pes;585;-1
657;17.6.1945;pes;585;-1
658;17.6.1945;pes;585;-1
659;17.6.1945;pes;585;-1
662;17.6.1945;pes;586;-1
663;17.6.1945;pes;586;-1
664;17.6.1945;pes;586;-1
665;17.6.1945;fena;586;-1
666;17.6.1945;fena;586;-1
636;25.6.1945;pes;444;437
637;25.6.1945;pes;444;437
638;25.6.1945;fena;444;437
639;25.6.1945;fena;444;437
640;25.6.1945;fena;444;437
641;25.6.1945;fena;444;437
642;25.6.1945;fena;444;437
643;25.6.1945;fena;444;437
667;14.10.1945;pes;-1;228
668;14.10.1945;pes;-1;228
669;14.10.1945;pes;-1;228
670;14.10.1945;pes;-1;228
671;14.10.1945;fena;-1;228
672;14.10.1945;fena;-1;228
673;14.10.1945;fena;-1;228
680;16.10.1945;pes;203;405
681;16.10.1945;pes;203;405
682;16.10.1945;fena;203;405
683;16.10.1945;fena;203;405
699;29.10.1945;pes;423;563
700;29.10.1945;pes;423;563
701;29.10.1945;pes;423;563
702;29.10.1945;pes;423;563
703;29.10.1945;fena;423;563
704;29.10.1945;fena;423;563
709;10.11.1945;pes;496;284
710;10.11.1945;pes;496;284
674;14.11.1945;pes;473;405
675;14.11.1945;pes;473;405
676;14.11.1945;pes;473;405
677;14.11.1945;pes;473;405
678;14.11.1945;fena;473;405
679;14.11.1945;fena;473;405
684;24.11.1945;pes;61;557
685;24.11.1945;pes;61;557
686;24.11.1945;pes;61;557
687;24.11.1945;pes;61;557
688;24.11.1945;fena;61;557
689;24.11.1945;fena;61;557
1172;30.11.1945;pes;690;438
722;2.12.1945;pes;410;591
723;2.12.1945;pes;410;591
724;2.12.1945;pes;410;591
725;2.12.1945;pes;410;591
726;2.12.1945;pes;410;591
727;2.12.1945;fena;410;591
756;1.1.1946;pes;-1;-1
690;7.2.1946;fena;586;-1
691;7.2.1946;fena;586;-1
692;7.2.1946;pes;586;-1
693;7.2.1946;pes;586;-1
694;7.2.1946;pes;586;-1
695;7.2.1946;pes;586;-1
696;7.2.1946;pes;586;-1
711;18.2.1946;pes;439;-1
712;18.2.1946;pes;439;-1
713;18.2.1946;fena;439;-1
714;18.2.1946;fena;439;-1
715;18.2.1946;fena;439;-1
697;20.2.1946;fena;585;-1
698;20.2.1946;pes;585;-1
830;10.3.1946;fena;390;279
728;23.3.1946;pes;-1;470
729;23.3.1946;pes;-1;470
730;23.3.1946;pes;-1;470
731;23.3.1946;pes;-1;470
732;23.3.1946;fena;-1;470
733;23.3.1946;fena;-1;470
734;23.3.1946;fena;-1;470
735;23.3.1946;fena;-1;470
736;23.3.1946;fena;-1;470
845;24.3.1946;fena;-1;438
899;24.3.1946;pes;-1;438
900;24.3.1946;pes;545;756
901;24.3.1946;fena;545;756
757;1.4.1946;pes;545;756
758;1.4.1946;pes;545;756
759;1.4.1946;fena;545;756
1265;1.4.1946;fena;-1;-1
751;23.4.1946;fena;377;283
752;23.4.1946;fena;377;283
753;23.4.1946;pes;377;283
754;23.4.1946;pes;377;283
755;23.4.1946;pes;377;283
747;7.6.1946;pes;496;316
748;7.6.1946;fena;496;316
749;7.6.1946;fena;496;316
750;7.6.1946;fena;496;316
1123;7.6.1946;fena;496;316
760;17.6.1946;pes;410;591
761;17.6.1946;fena;410;591
762;17.6.1946;fena;410;591
763;17.6.1946;fena;410;591
737;23.6.1946;pes;473;405
738;23.6.1946;pes;473;405
739;23.6.1946;pes;473;405
740;23.6.1946;pes;473;405
741;23.6.1946;fena;473;405
742;23.6.1946;fena;473;405
743;25.6.1946;pes;606;405
744;25.6.1946;fena;606;405
745;25.6.1946;fena;606;405
746;25.6.1946;fena;606;405
764;19.7.1946;pes;441;-1
765;19.7.1946;pes;441;-1
766;19.7.1946;pes;441;-1
767;19.7.1946;pes;441;-1
768;19.7.1946;fena;441;-1
769;8.9.1946;pes;530;314
770;8.9.1946;fena;530;314
771;8.9.1946;fena;530;314
772;8.9.1946;fena;530;314
773;8.9.1946;fena;530;314
774;8.9.1946;fena;530;314
783;5.10.1946;pes;475;-1
784;5.10.1946;pes;475;-1
785;5.10.1946;fena;475;-1
786;5.10.1946;fena;475;-1
787;5.10.1946;fena;475;-1
782;17.10.1946;pes;440;-1
777;1.1.1947;pes;488;501
778;1.1.1947;pes;488;501
779;1.1.1947;fena;488;501
780;1.1.1947;fena;488;501
781;1.1.1947;fena;488;501
1908;1.1.1947;fena;-1;-1
1909;1.1.1947;pes;1908;1790
1910;1.1.1947;pes;1908;1790
1911;1.1.1947;fena;1908;1790
1912;1.1.1947;fena;1908;1790
1913;1.1.1947;fena;1908;1790
795;16.1.1947;pes;586;-1
796;16.1.1947;fena;586;-1
790;20.1.1947;fena;445;557
791;20.1.1947;fena;445;557
792;20.1.1947;fena;445;557
793;20.1.1947;fena;445;557
788;20.2.1947;pes;536;284
789;20.2.1947;fena;536;284
852;23.2.1947;fena;377;283
853;23.2.1947;fena;377;283
854;23.2.1947;pes;377;283
855;23.2.1947;pes;377;283
856;23.2.1947;pes;377;283
930;4.3.1947;pes;691;899
931;4.3.1947;pes;691;899
932;4.3.1947;pes;691;899
933;4.3.1947;fena;691;899
809;8.3.1947;pes;410;591
810;8.3.1947;fena;410;591
811;8.3.1947;fena;410;591
812;8.3.1947;fena;410;591
813;12.3.1947;pes;635;558
814;12.3.1947;pes;635;558
815;12.3.1947;fena;635;558
837;24.3.1947;pes;530;314
838;24.3.1947;pes;530;314
839;24.3.1947;pes;530;314
840;24.3.1947;fena;530;314
841;24.3.1947;fena;530;314
842;24.3.1947;fena;530;314
805;26.3.1947;pes;548;558
806;26.3.1947;fena;548;558
807;26.3.1947;fena;548;558
808;26.3.1947;pes;548;558
1134;28.3.1947;pes;444;437
798;23.4.1947;pes;439;-1
799;23.4.1947;pes;439;-1
800;23.4.1947;pes;439;-1
801;23.4.1947;pes;439;-1
802;23.4.1947;fena;439;-1
803;23.4.1947;pes;439;-1
804;23.4.1947;pes;439;-1
816;12.5.1947;fena;583;537
817;12.5.1947;fena;583;537
818;12.5.1947;fena;583;537
819;12.5.1947;fena;583;537
820;12.5.1947;pes;583;537
821;12.5.1947;pes;583;537
822;12.5.1947;pes;583;537
823;13.5.1947;fena;494;430
824;13.5.1947;pes;494;430
825;13.5.1947;pes;494;430
826;13.5.1947;pes;494;430
827;13.5.1947;fena;494;430
828;13.5.1947;fena;494;430
829;13.5.1947;fena;494;430
831;5.6.1947;pes;585;-1
832;5.6.1947;pes;585;-1
833;5.6.1947;pes;585;-1
834;5.6.1947;fena;585;-1
