ID jedince,koeficient fx
189,0.0000000
190,0.0000000
191,0.0000000
192,0.0000000
193,0.0000000
194,0.0000000
195,0.0000000
196,0.0000000
197,0.0000000
198,0.0000000
199,0.0000000
200,0.0000000
201,0.0000000
202,0.0000000
203,0.0000000
204,0.0000000
205,0.0000000
206,0.0000000
207,0.0000000
208,0.0000000
209,0.0000000
210,0.0000000
211,0.0000000
212,0.0000000
213,0.0000000
214,0.0000000
215,0.0000000
216,0.0000000
217,0.0000000
218,0.0000000
219,0.0000000
220,0.0000000
221,0.0000000
222,0.0000000
223,0.0000000
224,0.0000000
225,0.0000000
226,0.0000000
227,0.0000000
228,0.0000000
229,0.0000000
230,0.0000000
231,0.0000000
232,0.0000000
233,0.0000000
234,0.0000000
235,0.0000000
236,0.0000000
237,0.0000000
238,0.0000000
239,0.0000000
240,0.0000000
241,0.0000000
242,0.0000000
243,0.0000000
244,0.0000000
245,0.0000000
246,0.0000000
247,0.0000000
248,0.0000000
249,0.0000000
250,0.0000000
251,0.0000000
252,0.0000000
253,0.0000000
254,0.0000000
255,0.0000000
256,0.0000000
257,0.0000000
263,0.0000000
264,0.0000000
265,0.0000000
266,0.0000000
267,0.0000000
268,0.0000000
275,0.0000000
276,0.0000000
277,0.0000000
283,0.0000000
284,0.0000000
285,0.0000000
286,0.0000000
287,0.0000000
288,0.0000000
289,0.0000000
290,0.0000000
291,0.0000000
292,0.0000000
293,0.0000000
294,0.0000000
295,0.0000000
296,0.0000000
297,0.0000000
298,0.0000000
299,0.0000000
300,0.0000000
301,0.0000000
302,0.0000000
303,0.0000000
304,0.0000000
305,0.0000000
306,0.0000000
312,0.0000000
313,0.0000000
314,0.0000000
315,0.0000000
316,0.0000000
317,0.0000000
318,0.0000000
319,0.0000000
320,0.0000000
321,0.0000000
322,0.0000000
323,0.0000000
324,0.0000000
325,0.0000000
326,0.0000000
327,0.0000000
328,0.0000000
329,0.0000000
330,0.0000000
331,0.0000000
332,0.0000000
333,0.0000000
341,0.0000000
342,0.0000000
343,0.0000000
344,0.0000000
350,0.0000000
351,0.0000000
352,0.0000000
353,0.0000000
354,0.0000000
355,0.0000000
356,0.0000000
357,0.0000000
358,0.0000000
366,0.0000000
367,0.0000000
368,0.0000000
369,0.0000000
370,0.0000000
371,0.0000000
372,0.0000000
373,0.0000000
374,0.0000000
375,0.0000000
376,0.0000000
377,0.0000000
379,0.0000000
380,0.0000000
381,0.0000000
382,0.0000000
383,0.0000000
384,0.0000000
385,0.0000000
386,0.0000000
387,0.0000000
388,0.0000000
389,0.0000000
390,0.0000000
391,0.0000000
392,0.0000000
393,0.0000000
394,0.0000000
395,0.0000000
396,0.0000000
397,0.0000000
398,0.0000000
399,0.0000000
400,0.0000000
401,0.0000000
402,0.0000000
403,0.0000000
404,0.0000000
405,0.0000000
406,0.0000000
407,0.0000000
408,0.0000000
409,0.0000000
410,0.0000000
414,0.0000000
415,0.0000000
416,0.0000000
426,0.0000000
427,0.0000000
428,0.0000000
429,0.0000000
436,0.0000000
437,0.0000000
438,0.0000000
439,0.0000000
440,0.0000000
441,0.0000000
442,0.0000000
443,0.0000000
444,0.0000000
445,0.0000000
446,0.0000000
451,0.0000000
452,0.0000000
459,0.0000000
460,0.0000000
461,0.0000000
462,0.0000000
463,0.0000000
464,0.0000000
465,0.0000000
466,0.0000000
467,0.0000000
468,0.0000000
469,0.0000000
470,0.0000000
471,0.0000000
483,0.0000000
484,0.0000000
485,0.0000000
486,0.0000000
487,0.0000000
488,0.0000000
489,0.0000000
490,0.0000000
498,0.0000000
514,0.0000000
515,0.0000000
516,0.0000000
517,0.0000000
518,0.0000000
519,0.0000000
520,0.0000000
521,0.0000000
522,0.0000000
523,0.0000000
524,0.0000000
536,0.0000000
542,0.0000000
543,0.0000000
544,0.0000000
545,0.0000000
546,0.0000000
547,0.0000000
551,0.0000000
552,0.0000000
553,0.0000000
554,0.0000000
555,0.0000000
556,0.0000000
557,0.0000000
558,0.0000000
559,0.0000000
560,0.0000000
561,0.0000000
562,0.0000000
563,0.0000000
564,0.0000000
565,0.0000000
566,0.0000000
567,0.0000000
568,0.0000000
569,0.0000000
570,0.0000000
580,0.0000000
581,0.0000000
582,0.0000000
583,0.0000000
585,0.0000000
586,0.0000000
591,0.0000000
592,0.0000000
593,0.0000000
594,0.0000000
595,0.0000000
596,0.0000000
597,0.0000000
598,0.0000000
631,0.0000000
632,0.0000000
652,0.0000000
653,0.0000000
654,0.0000000
655,0.0000000
656,0.0000000
657,0.0000000
658,0.0000000
659,0.0000000
662,0.0000000
663,0.0000000
664,0.0000000
665,0.0000000
666,0.0000000
680,0.0000000
681,0.0000000
682,0.0000000
683,0.0000000
690,0.0000000
691,0.0000000
692,0.0000000
693,0.0000000
694,0.0000000
695,0.0000000
696,0.0000000
697,0.0000000
698,0.0000000
722,0.0000000
723,0.0000000
724,0.0000000
725,0.0000000
726,0.0000000
727,0.0000000
756,0.0000000
757,0.0000000
758,0.0000000
759,0.0000000
760,0.0000000
761,0.0000000
762,0.0000000
763,0.0000000
794,0.0000000
795,0.0000000
796,0.0000000
797,0.0000000
809,0.0000000
810,0.0000000
811,0.0000000
812,0.0000000
831,0.0000000
832,0.0000000
833,0.0000000
834,0.0000000
835,0.0000000
836,0.0000000
857,0.0000000
858,0.0000000
859,0.0000000
860,0.0000000
861,0.0000000
862,0.0000000
863,0.0000000
864,0.0000000
865,0.0000000
886,0.0000000
887,0.0000000
888,0.0000000
889,0.0000000
890,0.0000000
900,0.0000000
901,0.0000000
921,0.0000000
922,0.0000000
923,0.0000000
924,0.0000000
925,0.0000000
926,0.0000000
927,0.0000000
928,0.0000000
929,0.0000000
934,0.0000000
935,0.0000000
936,0.0000000
937,0.0000000
938,0.0000000
939,0.0000000
940,0.0000000
970,0.0000000
971,0.0000000
972,0.0000000
973,0.0000000
974,0.0000000
1003,0.0000000
1004,0.0000000
1005,0.0000000
1006,0.0000000
1007,0.0000000
1008,0.0000000
1013,0.0000000
1014,0.0000000
1015,0.0000000
1016,0.0000000
1017,0.0000000
1018,0.0000000
1019,0.0000000
1020,0.0000000
1021,0.0000000
1022,0.0000000
1023,0.0000000
1024,0.0000000
1025,0.0000000
1026,0.0000000
1027,0.0000000
1028,0.0000000
1029,0.0000000
1030,0.0000000
1035,0.0000000
1036,0.0000000
1055,0.0000000
1083,0.0000000
1097,0.0000000
1098,0.0000000
1099,0.0000000
1120,0.0000000
1121,0.0000000
1122,0.0000000
1157,0.0000000
1158,0.0000000
1159,0.0000000
1160,0.0000000
1161,0.0000000
1172,0.0000000
1198,0.0000000
1199,0.0000000
1200,0.0000000
1201,0.0000000
1202,0.0000000
1203,0.0000000
1204,0.0000000
1209,0.0000000
1234,0.0000000
1235,0.0000000
1236,0.0000000
1237,0.0000000
1238,0.0000000
1239,0.0000000
1240,0.0000000
1241,0.0000000
1242,0.0000000
1243,0.0000000
1244,0.0000000
1245,0.0000000
1246,0.0000000
1247,0.0000000
1257,0.0000000
1265,0.0000000
1267,0.0000000
1275,0.0000000
1287,0.0000000
1289,0.0000000
1301,0.0000000
1302,0.0000000
1306,0.0000000
1308,0.0000000
1311,0.0000000
1312,0.0000000
1313,0.0000000
1314,0.0000000
1318,0.0000000
1319,0.0000000
1327,0.0000000
1328,0.0000000
1329,0.0000000
1330,0.0000000
1332,0.0000000
1333,0.0000000
1366,0.0000000
1367,0.0000000
1368,0.0000000
1369,0.0000000
1370,0.0000000
1406,0.0000000
1407,0.0000000
1419,0.0000000
1420,0.0000000
1421,0.0000000
1459,0.0000000
1460,0.0000000
1461,0.0000000
1462,0.0000000
1463,0.0000000
1464,0.0000000
1465,0.0000000
1466,0.0000000
1467,0.0000000
1468,0.0000000
1469,0.0000000
1536,0.0000000
1537,0.0000000
1538,0.0000000
1539,0.0000000
1540,0.0000000
1554,0.0000000
1562,0.0000000
1563,0.0000000
1564,0.0000000
1565,0.0000000
1566,0.0000000
1567,0.0000000
1614,0.0000000
1615,0.0000000
1620,0.0000000
1621,0.0000000
1622,0.0000000
1623,0.0000000
1624,0.0000000
1625,0.0000000
1626,0.0000000
1627,0.0000000
1628,0.0000000
1629,0.0000000
1630,0.0000000
1631,0.0000000
1632,0.0000000
1633,0.0000000
1651,0.0000000
1652,0.0000000
1653,0.0000000
1702,0.0000000
1703,0.0000000
1704,0.0000000
1705,0.0000000
1738,0.0000000
1739,0.0000000
1740,0.0000000
1803,0.0000000
1804,0.0000000
1805,0.0000000
1806,0.0000000
1825,0.0000000
1875,0.0000000
1886,0.0000000
1894,0.0000000
1895,0.0000000
1896,0.0000000
1897,0.0000000
1898,0.0000000
1899,0.0000000
1908,0.0000000
1914,0.0000000
1915,0.0000000
1916,0.0000000
1917,0.0000000
1918,0.0000000
1919,0.0000000
1920,0.0000000
1921,0.0000000
1922,0.0000000
1923,0.0000000
1924,0.0000000
1925,0.0000000
1926,0.0000000
1927,0.0000000
1928,0.0000000
1929,0.0000000
1930,0.0000000
1931,0.0000000
1932,0.0000000
1933,0.0000000
1934,0.0000000
1935,0.0000000
1936,0.0000000
1937,0.0000000
1939,0.0000000
1944,0.0000000
1949,0.0000000
1950,0.0000000
1951,0.0000000
1952,0.0000000
1953,0.0000000
1954,0.0000000
1955,0.0000000
1956,0.0000000
1957,0.0000000
1958,0.0000000
1959,0.0000000
1960,0.0000000
1961,0.0000000
1962,0.0000000
1963,0.0000000
1964,0.0000000
1965,0.0000000
1966,0.0000000
1967,0.0000000
1968,0.0000000
1969,0.0000000
1970,0.0000000
1971,0.0000000
1972,0.0000000
1973,0.0000000
1974,0.0000000
1975,0.0000000
1976,0.0000000
1977,0.0000000
1978,0.0000000
1979,0.0000000
1980,0.0000000
1981,0.0000000
1982,0.0000000
1983,0.0000000
1984,0.0000000
1985,0.0000000
1986,0.0000000
1987,0.0000000
1988,0.0000000
1989,0.0000000
1990,0.0000000
1991,0.0000000
1992,0.0000000
1993,0.0000000
1994,0.0000000
1995,0.0000000
1996,0.0000000
1998,0.0000000
1999,0.0000000
2000,0.0000000
2001,0.0000000
2002,0.0000000
2003,0.0000000
2004,0.0000000
2005,0.0000000
2006,0.0000000
2007,0.0000000
2008,0.0000000
2009,0.0000000
2010,0.0000000
2012,0.0000000
2017,0.0000000
2019,0.0000000
2020,0.0000000
2022,0.0000000
2023,0.0000000
2026,0.0000000
2027,0.0000000
2028,0.0000000
2029,0.0000000
2030,0.0000000
2031,0.0000000
2032,0.0000000
2033,0.0000000
2034,0.0000000
2035,0.0000000
2036,0.0000000
2037,0.0000000
2038,0.0000000
2039,0.0000000
2040,0.0000000
2041,0.0000000
2042,0.0000000
2047,0.0000000
2048,0.0000000
2049,0.0000000
2050,0.0000000
2051,0.0000000
2052,0.0000000
2053,0.0000000
2054,0.0000000
2055,0.0000000
2056,0.0000000
2057,0.0000000
2058,0.0000000
2059,0.0000000
2060,0.0000000
2061,0.0000000
2062,0.0000000
2063,0.0000000
2064,0.0000000
2065,0.0000000
2066,0.0000000
2067,0.0000000
2068,0.0000000
2069,0.0000000
2070,0.0000000
2071,0.0000000
2072,0.0000000
2073,0.0000000
2088,0.0000000
2089,0.0000000
2099,0.0000000
2100,0.0000000
2101,0.0000000
2102,0.0000000
2103,0.0000000
2104,0.0000000
2106,0.0000000
2125,0.0000000
2126,0.0000000
2127,0.0000000
2128,0.0000000
2129,0.0000000
2130,0.0000000
2131,0.0000000
2134,0.0000000
2135,0.0000000
2136,0.0000000
2137,0.0000000
2138,0.0000000
2139,0.0000000
2153,0.0000000
2154,0.0000000
2155,0.0000000
2156,0.0000000
2157,0.0000000
2158,0.0000000
2196,0.0000000
2197,0.0000000
2198,0.0000000
2226,0.0000000
2227,0.0000000
2230,0.0000000
2231,0.0000000
2232,0.0000000
2233,0.0000000
2249,0.0000000
2251,0.0000000
2253,0.0000000
2254,0.0000000
2333,0.0000000
2355,0.0000000
2356,0.0000000
2357,0.0000000
2358,0.0000000
2359,0.0000000
2360,0.0000000
2492,0.0000000
2493,0.0000000
2505,0.0000000
2566,0.0000000
2567,0.0000000
2568,0.0000000
2569,0.0000000
2570,0.0000000
2571,0.0000000
2638,0.0000000
2639,0.0000000
2640,0.0000000
2641,0.0000000
2835,0.0000000
2836,0.0000000
2940,0.0000000
2942,0.0000000
2943,0.0000000
2944,0.0000000
3039,0.0000000
3040,0.0000000
3041,0.0000000
3042,0.0000000
3043,0.0000000
3044,0.0000000
3136,0.0000000
3137,0.0000000
3138,0.0000000
3139,0.0000000
3140,0.0000000
3238,0.0000000
3239,0.0000000
3240,0.0000000
3295,0.0000000
3545,0.0000000
3581,0.0000000
3711,0.0000000
3727,0.0000000
3728,0.0000000
3729,0.0000000
3874,0.0000000
4058,0.0000000
4059,0.0000000
4060,0.0000000
4061,0.0000000
4062,0.0000000
4063,0.0000000
4064,0.0000000
4385,0.0000000
4386,0.0000000
4387,0.0000000
4969,0.0000000
4986,0.0000000
4993,0.0000000
5446,0.0000000
5540,0.0000000
5563,0.0000000
5613,0.0000000
5682,0.0000000
5683,0.0000000
5684,0.0000000
5685,0.0000000
5716,0.0000000
5719,0.0000000
5720,0.0000000
5721,0.0000000
5722,0.0000000
5723,0.0000000
5724,0.0000000
5725,0.0000000
5751,0.0000000
5762,0.0000000
5767,0.0000000
5768,0.0000000
5770,0.0000000
5794,0.0000000
5834,0.0000000
5906,0.0000000
5965,0.0000000
5966,0.0000000
5967,0.0000000
5968,0.0000000
5969,0.0000000
5970,0.0000000
5971,0.0000000
5972,0.0000000
5973,0.0000000
5975,0.0000000
5978,0.0000000
5980,0.0000000
5984,0.0000000
5991,0.0000000
5993,0.0000000
5996,0.0000000
5999,0.0000000
6002,0.0000000
6007,0.0000000
6017,0.0000000
6033,0.0000000
6036,0.0000000
6038,0.0000000
6043,0.0000000
6046,0.0000000
6057,0.0000000
6185,0.0000000
6186,0.0000000
6187,0.0000000
6188,0.0000000
6189,0.0000000
6190,0.0000000
6192,0.0000000
6193,0.0000000
6194,0.0000000
6195,0.0000000
6197,0.0000000
6249,0.0000000
6250,0.0000000
6251,0.0000000
6252,0.0000000
6253,0.0000000
6254,0.0000000
6383,0.0000000
6384,0.0000000
6385,0.0000000
6386,0.0000000
6387,0.0000000
6388,0.0000000
6442,0.0000000
6443,0.0000000
6444,0.0000000
6445,0.0000000
6446,0.0000000
6447,0.0000000
6454,0.0000000
6455,0.0000000
6456,0.0000000
6457,0.0000000
6458,0.0000000
6459,0.0000000
6519,0.0000000
6520,0.0000000
6521,0.0000000
6522,0.0000000
6523,0.0000000
6524,0.0000000
6582,0.0000000
6583,0.0000000
6584,0.0000000
6585,0.0000000
6586,0.0000000
6587,0.0000000
6878,0.0000000
6879,0.0000000
6880,0.0000000
6881,0.0000000
6882,0.0000000
6883,0.0000000
6960,0.0000000
7111,0.0000000
7112,0.0000000
7113,0.0000000
7114,0.0000000
7115,0.0000000
7116,0.0000000
7819,0.0000000
7820,0.0000000
7821,0.0000000
7822,0.0000000
7823,0.0000000
7824,0.0000000
7882,0.0000000
7883,0.0000000
7884,0.0000000
7885,0.0000000
7886,0.0000000
7195,0.0028289
7196,0.0028289
7197,0.0028289
7198,0.0028289
7199,0.0028289
6742,0.0039830
6743,0.0039830
6744,0.0039830
6745,0.0039830
6966,0.0039830
6967,0.0039830
6968,0.0039830
7033,0.0039830
7034,0.0039830
7035,0.0039830
7036,0.0039830
7037,0.0039830
6904,0.0042152
6905,0.0042152
6907,0.0042152
6909,0.0042152
6912,0.0042152
6914,0.0042152
7106,0.0042152
7107,0.0042152
7108,0.0042152
7109,0.0042152
7110,0.0042152
3183,0.0046163
3184,0.0046163
3185,0.0046163
3186,0.0046163
3321,0.0046163
3322,0.0046163
3323,0.0046163
3324,0.0046163
3325,0.0046163
3326,0.0046163
3603,0.0046163
3604,0.0046163
3605,0.0046163
3606,0.0046163
3607,0.0046163
3608,0.0046163
4196,0.0046163
4197,0.0046163
4198,0.0046163
4200,0.0046163
4201,0.0046163
4203,0.0046163
5042,0.0046163
5043,0.0046163
5044,0.0046163
5045,0.0046163
5046,0.0046163
15054,0.0046163
6134,0.0056578
6135,0.0056578
6307,0.0056578
6308,0.0056578
6309,0.0056578
6310,0.0056578
6315,0.0056578
6316,0.0056578
6317,0.0056578
6318,0.0056578
6319,0.0056578
6320,0.0056578
6487,0.0056578
6488,0.0056578
6489,0.0056578
6490,0.0056578
6491,0.0056578
6492,0.0056578
6651,0.0056578
6652,0.0056578
6653,0.0056578
6654,0.0056578
6655,0.0056578
6829,0.0056578
6836,0.0056578
6837,0.0056578
6838,0.0056578
6839,0.0056578
6840,0.0056578
6864,0.0056578
6866,0.0056578
6868,0.0056578
6870,0.0056578
6872,0.0056578
6873,0.0056578
6874,0.0056578
6875,0.0056578
6876,0.0056578
6877,0.0056578
7117,0.0056578
7118,0.0056578
7119,0.0056578
7120,0.0056578
7121,0.0056578
7122,0.0056578
5354,0.0061484
5355,0.0061484
5356,0.0061484
5544,0.0062047
5545,0.0062047
5546,0.0062047
5547,0.0062047
5548,0.0062047
6290,0.0062047
6291,0.0062047
6292,0.0062047
6293,0.0062047
6294,0.0062047
6295,0.0062047
5146,0.0063321
5147,0.0063321
5148,0.0063321
5149,0.0063321
5150,0.0063321
9259,0.0064430
9260,0.0064430
9261,0.0064430
9262,0.0064430
9263,0.0064430
6343,0.0064840
6344,0.0064840
6345,0.0064840
6346,0.0064840
6477,0.0064840
6478,0.0064840
6479,0.0064840
6480,0.0064840
6656,0.0064840
6657,0.0064840
6658,0.0064840
6659,0.0064840
6660,0.0064840
6661,0.0064840
7038,0.0064840
7039,0.0064840
7040,0.0064840
5541,0.0066846
5564,0.0066846
5565,0.0066846
5566,0.0066846
5567,0.0066846
5568,0.0066846
5569,0.0066846
5612,0.0066846
5614,0.0066846
5893,0.0066846
5894,0.0066846
5895,0.0066846
5896,0.0066846
5897,0.0066846
6048,0.0066846
6050,0.0066846
6052,0.0066846
6053,0.0066846
2987,0.0066994
2988,0.0066994
2989,0.0066994
2990,0.0066994
3195,0.0066994
3196,0.0066994
3197,0.0066994
3198,0.0066994
3199,0.0066994
3226,0.0066994
3227,0.0066994
3228,0.0066994
3229,0.0066994
4035,0.0066994
4036,0.0066994
4037,0.0066994
4038,0.0066994
4039,0.0066994
4002,0.0069245
4003,0.0069245
4004,0.0069245
4722,0.0069245
2920,0.0073133
2921,0.0073133
2922,0.0073133
2923,0.0073133
2924,0.0073133
2925,0.0073133
2927,0.0073133
2929,0.0073133
3834,0.0073133
5962,0.0073133
5963,0.0073133
5964,0.0073133
6086,0.0073133
6087,0.0073133
5832,0.0077261
5992,0.0077261
5997,0.0077261
5998,0.0077261
6000,0.0077261
6001,0.0077261
6003,0.0077261
6328,0.0077261
6329,0.0077261
6330,0.0077261
6331,0.0077261
6219,0.0078534
6220,0.0078534
6221,0.0078534
6222,0.0078534
6223,0.0078534
6224,0.0078534
6668,0.0079097
6669,0.0079097
6670,0.0079097
6671,0.0079097
7005,0.0079097
7006,0.0079097
7007,0.0079097
7008,0.0079097
7009,0.0079097
7010,0.0079097
5445,0.0079660
5447,0.0079660
5448,0.0079660
5449,0.0079660
5450,0.0079660
5451,0.0079660
5452,0.0079660
5793,0.0079660
5795,0.0079660
5796,0.0079660
5797,0.0079660
5798,0.0079660
5840,0.0079660
5845,0.0079660
5847,0.0079660
5848,0.0079660
5850,0.0079660
5853,0.0079660
5866,0.0079660
5867,0.0079660
5868,0.0079660
5869,0.0079660
5870,0.0079660
6302,0.0079660
6303,0.0079660
6304,0.0079660
6532,0.0079660
6533,0.0079660
6534,0.0079660
6535,0.0079660
6536,0.0079660
6537,0.0079660
6570,0.0079660
6571,0.0079660
6572,0.0079660
6573,0.0079660
6574,0.0079660
6575,0.0079660
6601,0.0079660
6602,0.0079660
6603,0.0079660
6604,0.0079660
6605,0.0079660
6606,0.0079660
6643,0.0079660
6644,0.0079660
6645,0.0079660
6646,0.0079660
6647,0.0079660
6648,0.0079660
6710,0.0079660
6711,0.0079660
6712,0.0079660
6713,0.0079660
6714,0.0079660
6715,0.0079660
6841,0.0079660
6842,0.0079660
6843,0.0079660
6844,0.0079660
6845,0.0079660
6951,0.0079660
6953,0.0079660
6633,0.0080069
6634,0.0080069
6635,0.0080069
6636,0.0080069
6637,0.0080069
5415,0.0081758
5416,0.0081758
5417,0.0081758
5418,0.0081758
5419,0.0081758
5420,0.0081758
4411,0.0082730
4412,0.0082730
4413,0.0082730
4414,0.0082730
4415,0.0082730
4859,0.0082730
4860,0.0082730
4861,0.0082730
4863,0.0082730
4864,0.0082730
4865,0.0082730
6305,0.0082730
6306,0.0082730
6347,0.0084305
6348,0.0084305
6349,0.0084305
6350,0.0084305
6351,0.0084305
6352,0.0084305
6528,0.0084305
6529,0.0084305
6530,0.0084305
6531,0.0084305
6576,0.0084305
6577,0.0084305
6578,0.0084305
6579,0.0084305
6580,0.0084305
6581,0.0084305
6588,0.0084305
6589,0.0084305
6590,0.0084305
6591,0.0084305
6592,0.0084305
6593,0.0084305
6782,0.0084305
6783,0.0084305
6784,0.0084305
6785,0.0084305
6846,0.0084305
6847,0.0084305
6848,0.0084305
6849,0.0084305
6116,0.0085430
6117,0.0085430
6118,0.0085430
6119,0.0085430
6120,0.0085430
6121,0.0085430
6481,0.0085430
6482,0.0085430
6483,0.0085430
6484,0.0085430
6485,0.0085430
6486,0.0085430
6800,0.0085430
6801,0.0085430
6802,0.0085430
6803,0.0085430
6804,0.0085430
6954,0.0085430
6955,0.0085430
6956,0.0085430
6957,0.0085430
6958,0.0085430
6959,0.0085430
7096,0.0085430
7097,0.0085430
7098,0.0085430
7099,0.0085430
7100,0.0085430
7101,0.0085430
6104,0.0087528
6105,0.0087528
6106,0.0087528
6107,0.0087528
6108,0.0087528
6109,0.0087528
6110,0.0087528
6111,0.0087528
6112,0.0087528
6113,0.0087528
6114,0.0087528
6115,0.0087528
6464,0.0087528
6465,0.0087528
6466,0.0087528
6467,0.0087528
6468,0.0087528
6622,0.0087528
6623,0.0087528
6624,0.0087528
6625,0.0087528
6626,0.0087528
6627,0.0087528
6701,0.0087528
6702,0.0087528
6703,0.0087528
6704,0.0087528
4250,0.0090075
4251,0.0090075
4252,0.0090075
4253,0.0090075
5030,0.0090075
5031,0.0090075
5032,0.0090075
5033,0.0090075
5034,0.0090075
5397,0.0090075
5398,0.0090075
5399,0.0090075
5400,0.0090075
5401,0.0090075
5402,0.0090075
6171,0.0090075
6172,0.0090075
6173,0.0090075
6174,0.0090075
6175,0.0090075
6245,0.0090075
6246,0.0090075
6247,0.0090075
6248,0.0090075
4791,0.0091386
4792,0.0091386
4793,0.0091386
7676,0.0091582
7679,0.0091582
7680,0.0091582
7681,0.0091582
7684,0.0091582
7774,0.0091582
7775,0.0091582
7776,0.0091582
7777,0.0091582
7778,0.0091582
7779,0.0091582
7893,0.0091582
7894,0.0091582
7895,0.0091582
7896,0.0091582
7897,0.0091582
7898,0.0091582
5904,0.0091610
5905,0.0091610
2501,0.0092327
2502,0.0092327
2503,0.0092327
2504,0.0092327
2506,0.0092327
2507,0.0092327
2508,0.0092327
2509,0.0092327
2510,0.0092327
2511,0.0092327
2512,0.0092327
2513,0.0092327
2632,0.0092327
2633,0.0092327
2634,0.0092327
2635,0.0092327
2636,0.0092327
2637,0.0092327
2716,0.0092327
2719,0.0092327
2721,0.0092327
2722,0.0092327
2723,0.0092327
2724,0.0092327
2838,0.0092327
2841,0.0092327
2845,0.0092327
2846,0.0092327
2847,0.0092327
2848,0.0092327
2849,0.0092327
2850,0.0092327
2865,0.0092327
2866,0.0092327
2867,0.0092327
2868,0.0092327
2869,0.0092327
2870,0.0092327
3214,0.0092327
3215,0.0092327
3216,0.0092327
3217,0.0092327
3218,0.0092327
3219,0.0092327
3473,0.0092327
3474,0.0092327
3566,0.0092327
3567,0.0092327
3568,0.0092327
4970,0.0093145
4971,0.0093145
4972,0.0093145
4973,0.0093145
4974,0.0093145
4975,0.0093145
6794,0.0093299
6795,0.0093299
6796,0.0093299
6797,0.0093299
6798,0.0093299
6799,0.0093299
6850,0.0093299
6851,0.0093299
6852,0.0093299
6853,0.0093299
5111,0.0094271
5112,0.0094271
5113,0.0094271
5114,0.0094271
5115,0.0094271
5116,0.0094271
5983,0.0094271
8229,0.0096789
8230,0.0096789
6128,0.0099217
6129,0.0099217
6130,0.0099217
6131,0.0099217
6132,0.0099217
6133,0.0099217
4787,0.0100490
4788,0.0100490
4789,0.0100490
4790,0.0100490
5087,0.0100490
5088,0.0100490
5089,0.0100490
5090,0.0100490
5091,0.0100490
5092,0.0100490
5134,0.0100490
5135,0.0100490
5136,0.0100490
5137,0.0100490
5138,0.0100490
5139,0.0100490
6098,0.0100490
6099,0.0100490
6100,0.0100490
6101,0.0100490
6102,0.0100490
6103,0.0100490
6961,0.0102834
6962,0.0102834
6963,0.0102834
6964,0.0102834
6965,0.0102834
7129,0.0102834
7130,0.0102834
7131,0.0102834
7132,0.0102834
7133,0.0102834
7024,0.0104277
7025,0.0104277
7026,0.0104277
10822,0.0107235
10823,0.0107235
10824,0.0107235
10825,0.0107235
10826,0.0107235
5081,0.0113157
5082,0.0113157
5083,0.0113157
5084,0.0113157
5085,0.0113157
5086,0.0113157
5163,0.0113157
5164,0.0113157
5165,0.0113157
5166,0.0113157
5167,0.0113157
5168,0.0113157
5169,0.0113157
5430,0.0113157
5432,0.0113157
5434,0.0113157
